source,target,amount,timestamp,hour_of_day,day_of_week,sender_timezone,local_hour
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x0061fb5485dff4bb85c078dca80d19119224d97e,0.56173021,1527544703.0,0,1,2,2
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xc2d7cf95645d33006175b78989035c7c9061d3f9,0.02,1516250455.0,6,3,2,8
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x443f933362d9472ac8fb9d1c4a8ead512881630d,0.504,1529533016.0,1,3,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xb6ecd180f5cbb9167147394841d31f94eff77dbf,0.9692635,1530559184.0,22,0,2,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x679a8cf6e181ebbcd9d14d0bd9595d8cfb79ecdf,0.504,1529325066.0,15,0,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x679a8cf6e181ebbcd9d14d0bd9595d8cfb79ecdf,0.502,1529562705.0,9,3,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xd787e430cf92d42fa28b7643e41ea1d871a19fff,0.5,1524490286.0,16,0,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x48ec7767d5def1c1520402b092356e070c5f1adc,4.894,1521716966.0,13,3,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x48ec7767d5def1c1520402b092356e070c5f1adc,5.0,1521741190.0,19,3,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x15b4e32d5026a5a9ad3b68becadceb00b4eb9729,0.2,1521721354.0,14,3,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xfddbfa1b0b93612b95e3296690b63b74d019370c,0.3,1520172418.0,16,6,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xfddbfa1b0b93612b95e3296690b63b74d019370c,0.394,1520174123.0,16,6,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xfddbfa1b0b93612b95e3296690b63b74d019370c,0.504,1520233457.0,9,0,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xfddbfa1b0b93612b95e3296690b63b74d019370c,0.094,1520300558.0,3,1,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x484f46f9dd32a0147126f07da4be61efc26ef42a,6.804,1530392384.0,23,5,2,1
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x484f46f9dd32a0147126f07da4be61efc26ef42a,0.994,1530405098.0,3,6,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,0.994,1521160817.0,2,4,2,4
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,0.52575078,1521067305.0,0,3,2,2
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,0.03380025,1521070679.0,1,3,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,0.11108158,1521072134.0,2,3,2,4
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,0.21682609,1521074576.0,2,3,2,4
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x754a7657092fd2862338ff06ce02cfc389d49e21,1.0,1524597402.0,22,1,2,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x545b0fdcbb2b404b26546521d4d183c2538509c2,0.088,1524473278.0,11,0,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x545b0fdcbb2b404b26546521d4d183c2538509c2,0.994,1524475957.0,12,0,2,14
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x545b0fdcbb2b404b26546521d4d183c2538509c2,0.494,1524497497.0,18,0,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x545b0fdcbb2b404b26546521d4d183c2538509c2,0.51387786,1524507296.0,21,0,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x545b0fdcbb2b404b26546521d4d183c2538509c2,0.544,1524557828.0,11,1,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xe597880cb0591c6fc09e1b2778c26cad34922b82,0.494,1526647077.0,15,4,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1cbc864ea74e0f23f103df8623ba56a01b1eda59,1.0160477,1531994652.0,13,3,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xf985aa8117999fa3f0f9e71a20d0fe7b88b9d706,1.0,1519291743.0,11,3,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xba83e9ce38b10522e3d6061a12779b7526839eda,79.5586226,1499450530.0,21,4,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xba83e9ce38b10522e3d6061a12779b7526839eda,8.88079196,1499451057.0,21,4,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xba83e9ce38b10522e3d6061a12779b7526839eda,68.03269547,1499451057.0,21,4,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xba83e9ce38b10522e3d6061a12779b7526839eda,15.6284456,1499503190.0,11,5,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xe349b26753eca84a2858901d414c612c8c8e20f9,0.90183204,1527697199.0,19,2,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x32ea6b24675349edb6df2896457819289aad180e,1.5,1528809567.0,16,1,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xf23f9dda63ed0628609272dc0544c7a2f7189f51,0.494,1520178707.0,17,6,2,19
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xa7ce02b8195fe8e3116a7e1248f2725eaac86fec,0.50760884,1520795316.0,21,6,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x72335af49648e35a0f885c3915e9ac8198c50054,0.44945591,1521832300.0,21,4,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x72335af49648e35a0f885c3915e9ac8198c50054,0.54854188,1521834238.0,21,4,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x0967c50bfec4dba06e28e8fdbcfd15a23474fab4,0.504,1524079809.0,22,2,2,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xbe9d75228fd01844bada1394bfb5a4740c18c01f,0.60407021,1529579411.0,14,3,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x64ac294a477332bba968f790ffa089647bb762a1,0.034,1519844846.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x64ac294a477332bba968f790ffa089647bb762a1,0.53476782,1520039414.0,3,5,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x50a9a8c8ce2bb0ea10f4d4a586ac2d77257b8247,0.2,1527988165.0,4,6,2,6
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ce4312fdd45c9184a5561314122b2244bd862c9,2.494,1526387128.0,15,1,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ce4312fdd45c9184a5561314122b2244bd862c9,0.506,1526392173.0,16,1,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9af3bf0b0a117d3fbfb37dfc7fa67f9a645488fc,0.37827801,1496613927.0,1,0,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xd79eb898431ea62636f08f738d10eb00446403de,1.88711794,1520255038.0,15,0,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xebfce0f5135c0bd67f9fa5b1ae1366a566f659ff,1.094,1532026750.0,21,3,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.10404317,1519743080.0,16,1,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.104,1519847254.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.494,1521140046.0,20,3,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.044,1521600716.0,4,2,2,6
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.19949494,1521762244.0,1,4,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.25884176,1521792674.0,10,4,2,12
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,5.13514261,1521827731.0,19,4,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.13,1521898285.0,15,5,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.50749988,1522024038.0,3,0,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.59412395,1522099486.0,0,1,2,2
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1522164406.0,18,1,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.604,1522330919.0,16,3,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.0,1522362499.0,1,4,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.994,1522513055.0,19,5,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,2.0,1523113553.0,18,5,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.514,1523470746.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.0,1523493551.0,3,3,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,5.0,1523566074.0,23,3,2,1
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1523578814.0,3,4,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,4.994,1523582670.0,4,4,2,6
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.594,1523590903.0,6,4,2,8
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.92016004,1523633038.0,18,4,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1523767143.0,7,6,2,9
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.52,1523768127.0,7,6,2,9
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.91233673,1524107719.0,6,3,2,8
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.51361072,1524137233.0,14,3,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.844,1524158581.0,20,3,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1524662969.0,16,2,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.38413029,1524911202.0,13,5,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.02194728,1525230827.0,6,2,2,8
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.504,1525267456.0,16,2,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.094,1525430054.0,13,4,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.744,1525874817.0,17,2,2,19
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.7812,1525878819.0,18,2,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1525880196.0,18,2,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1525900016.0,0,3,2,2
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.994,1525935122.0,9,3,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.37370954,1526066127.0,22,4,2,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,1.49276047,1526080931.0,2,5,2,4
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.504,1526390090.0,16,1,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.504,1527312328.0,8,5,2,10
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x40949225c4a1745a9946f6aaf763241c082cb9ac,0.5,1527833436.0,9,4,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x87318b9b7eed24f69907d53eb7727c0a590f3588,2.294,1524287766.0,8,5,2,10
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x997ad34840281d459251abdf9c90d9a8c6a6e01a,0.2,1525526544.0,16,5,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x997ad34840281d459251abdf9c90d9a8c6a6e01a,0.774,1525696628.0,15,0,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x0cfdc4a2c05b1ff5fce36d1c1982d8666d7a9813,4.994,1523553735.0,20,3,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x87c348573f02768a97afb57aac3bb6877a353ae9,0.094,1528304468.0,20,2,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xb1507f936066831b3cac64c203df247ef2c80cdc,1.7,1530766081.0,7,3,2,9
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xe37a8a7e0f5d9b0662116d820914fba7b5e4c2f6,0.5,1516913517.0,22,3,2,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xc15ffcceb80e34a780a46795dbd126e2d65c4460,0.994,1523983131.0,19,1,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xc15ffcceb80e34a780a46795dbd126e2d65c4460,0.504,1523984201.0,19,1,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x7a16a0fd441a7591f2456c3cda068e33c6bbaa96,0.994,1525465394.0,23,4,2,1
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x7a16a0fd441a7591f2456c3cda068e33c6bbaa96,0.624,1525591866.0,10,6,2,12
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x37e30fee740928e8db15d3dafd544baab6b87051,0.854,1530059548.0,3,2,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x4c6bad785ffcf6c0746f53dbcac9c5e877f75bfa,0.61664551,1522906626.0,8,3,2,10
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9844f5c5f9aa7146a74ffc7b9227742acfa71dea,0.494,1531909846.0,13,2,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9844f5c5f9aa7146a74ffc7b9227742acfa71dea,0.084,1531910810.0,13,2,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x3d6b1ce6ba915bf0001b4fc135e98474ef6eeffd,4.994,1527063262.0,11,2,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xb5eb9d18c0413535baf1fa8bd8bf8f6ea7fea47a,0.5,1524733812.0,12,3,2,14
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x7d7f49f628e88413eb736bf059410bbdfecadcd5,4.976,1544997446.0,23,6,2,1
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x5d3f32f4b2e99fb79d2f6a1cbf3aa7390f8fc751,0.045,1505234405.0,19,1,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,3.6461713,1506920250.0,7,0,2,9
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,1.46623894,1506924424.0,9,0,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,13.995,1506927833.0,10,0,2,12
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,0.73319156,1506950458.0,16,0,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,5.90348512,1506955596.0,17,0,2,19
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x215e7e7edefda37eb39df17b8b91da9a60d85530,0.567,1532445745.0,18,1,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x215e7e7edefda37eb39df17b8b91da9a60d85530,1.864,1532446113.0,18,1,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x3c924cbbd8ffb34b3da99c1501afb9bb3cf5e4f4,0.194,1531915342.0,15,2,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23397c5d9c6363d67b3a294b677f80f93949bf56,0.494,1524931967.0,19,5,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23397c5d9c6363d67b3a294b677f80f93949bf56,9.994,1524937140.0,20,5,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.03319865,1520446920.0,20,2,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.994,1520449721.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.294,1520449841.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.294,1520450447.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.43622126,1520450573.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.294,1520450933.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x23d56797f64640e96feaf57b7874c897b53ef0e4,0.19,1520451065.0,21,2,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x3ea41dc576ccf70706aeece363833a26d9529c38,0.594,1534571317.0,8,5,2,10
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xda7a139e03fe696b760af98f9df89466077bc12e,0.994,1520699760.0,18,5,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x8d4426f94e42f721c7116e81d6688cd935cb3b4f,0.5,1526288396.0,11,0,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x0f89b38968065a571eeaf34dd6bf2093fb55c20f,3.994,1529900970.0,7,0,2,9
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x078c2b3b09528fd7b80c9ee715f378d382f9139b,0.5,1521561534.0,17,1,2,19
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x6d0aef62e321cf1afb74a4a305f380d9f5c34c8a,0.54401017,1527773537.0,16,3,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x6d0aef62e321cf1afb74a4a305f380d9f5c34c8a,0.503,1527774698.0,16,3,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xf487d016b2ea5bebdeea03fa12adcab51237bc25,0.52993923,1522172496.0,20,1,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xf487d016b2ea5bebdeea03fa12adcab51237bc25,1.0,1522175188.0,21,1,2,23
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xf487d016b2ea5bebdeea03fa12adcab51237bc25,1.78219492,1522180370.0,22,1,2,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xf487d016b2ea5bebdeea03fa12adcab51237bc25,2.52366003,1522196528.0,3,2,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x4e360faf9f228452af65c9b7a89ae023363672b4,0.694,1531489500.0,16,4,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xab5fd091c56a9b801e945a902e986e894e4f407d,2.57053403,1531136157.0,14,0,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x8c9d135ac2778e1a7d326932aad302e7c22c94d7,0.34807095,1526227332.0,19,6,2,21
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x8c9d135ac2778e1a7d326932aad302e7c22c94d7,0.5,1526285934.0,11,0,2,13
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x69428858906050e78dbed8e65083d47139766b3f,0.80182207,1526635860.0,12,4,2,14
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2cc762c27a50d18e50efcd3bee9e3154e3bb094d,0.5,1523448052.0,15,2,2,17
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2cc762c27a50d18e50efcd3bee9e3154e3bb094d,0.502,1524151555.0,18,3,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x2cc762c27a50d18e50efcd3bee9e3154e3bb094d,0.694,1524184898.0,3,4,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9fe0627303fe40f1631231b4dd016d30c13eafc7,0.1159663,1526738344.0,16,5,2,18
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9fe0627303fe40f1631231b4dd016d30c13eafc7,0.16226578,1526740085.0,17,5,2,19
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x62c71581708dd73b10e7aa2249778aee016ebf0e,0.69608924,1521678035.0,2,3,2,4
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x62c71581708dd73b10e7aa2249778aee016ebf0e,0.56553729,1521759862.0,1,4,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1e3c07ce10973fcaebc81468af1d3f390d2a4c71,0.294,1520472024.0,3,3,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1e3c07ce10973fcaebc81468af1d3f390d2a4c71,4.994,1520494473.0,9,3,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1e3c07ce10973fcaebc81468af1d3f390d2a4c71,1.0,1520510820.0,14,3,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x6353940eabe11c7cd78ecc2085ae65cdacc5a92b,0.994,1524049459.0,14,2,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xdc261f7a835c3692e22485ab2d78cbadf3842490,0.52885411,1525150091.0,7,1,2,9
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xdc261f7a835c3692e22485ab2d78cbadf3842490,6.994,1525411977.0,8,4,2,10
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1f6f1723d0db4e9783b7171392b6fa9ae1062fd9,0.494,1519212780.0,13,2,2,15
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1f6f1723d0db4e9783b7171392b6fa9ae1062fd9,0.85,1519214729.0,14,2,2,16
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x1f6f1723d0db4e9783b7171392b6fa9ae1062fd9,0.194,1523639585.0,20,4,2,22
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x9951be5ac7daf77724a4f7443bef446f6184a377,7.994,1527781450.0,18,3,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x4a12eeb35bd5187be2d26e0fe8b906abd88b6897,1.004,1520996338.0,4,2,2,6
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x4a12eeb35bd5187be2d26e0fe8b906abd88b6897,0.544,1521156357.0,1,4,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,0.204,1521871787.0,8,5,2,10
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,0.22702223,1521877862.0,9,5,2,11
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,0.494,1521991447.0,18,6,2,20
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,0.8951735,1522100439.0,0,1,2,2
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,4.994,1522102865.0,1,1,2,3
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,0.3,1522111460.0,3,1,2,5
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,1.06149427,1522118963.0,5,1,2,7
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xee14140f20fb737809ca206c238382b3f802ca6c,0.52667997,1522330150.0,16,3,2,18
